Categorical_1,Categorical_2,Feature_1,Feature_2,Feature_3,Label
1,1,307.2090902419144,402.7428681045235,532.5512982660916,2
0,0,392.0561471251051,693.3571713186801,890.9716374942985,3
2,0,1224.919725309964,97.1641930455152,1223.3749060876107,1
0,0,732.7799392388774,1556.9929920833958,1027.195896514176,0
0,1,2770.539297429049,2511.6708605479116,2690.746802796278,4
2,1,98.42546295800304,205.15538756768473,322.1848407266196,0
0,1,295.8050740108155,390.432692411723,517.9437579175449,2
1,0,88.83474042086227,779.1767353763095,297.29684914057816,0
2,1,304.1953747257916,394.17778071463476,511.74779618477464,2
2,1,726.7582235101605,1577.6121068855764,993.4857241111453,0
0,0,287.47461497997455,380.91328152182086,501.4441850305888,2
2,0,3474.009088669452,3113.7793586878856,3504.6086841526253,4
2,1,2012.954482808168,1660.5490228183266,2976.909810932759,4
2,1,846.671447725769,1446.3294954616938,1489.2068099848382,2
2,1,301.56718494439514,389.5801423138342,508.4069721916921,2
2,0,1807.1588809305817,1280.0160553265382,1895.1684308536478,1
2,0,2747.107416411602,2497.0439938748746,2693.9899002114303,4
1,0,107.58747107921596,782.5060101668975,312.5569791912478,0
1,0,2483.8094445914844,2075.0123128818304,2563.244217156977,1
2,1,302.07408742045817,385.5305011622247,471.92743713354065,2
0,0,1156.4415671273036,105.50108757321445,1219.2463596647185,1
1,1,94.39637039459373,203.48757930904407,271.68762995394775,0
1,1,1165.3282909618329,98.30375992063883,1198.7146567518207,1
2,1,408.55477672707633,708.3478945411265,2146.616212968725,3
0,0,1780.1134490412292,1270.3264823635968,1907.0226220092413,1
2,0,1918.9556948976774,1724.3852374129908,3060.0806774926136,4
1,0,749.8660011337049,1591.0363785174443,958.3163342187063,0
2,0,1832.1198933521173,1306.1102384904375,1928.9478638645226,1
2,0,2516.3620237611335,2075.127803333089,2537.9619595404592,1
1,0,108.75064411004118,215.20826071911992,265.3736101387253,0
2,0,109.71731651146357,190.38993874451273,316.3701651364299,0
0,1,846.6849824829303,1383.480740817378,1506.311920222624,2
0,0,1207.6218739761373,84.93400132869994,1204.006562767403,1
2,1,313.4945181095452,413.73067052165703,531.6415446400056,2
0,1,2531.8283573991516,2146.8839231322086,2668.697782758718,1
2,0,3471.6917558929918,3127.150106678996,3576.2061956792804,4
1,0,289.2826358957272,398.1484293177783,457.4500754925512,1
2,1,2834.0670025138634,2485.8109229051065,2669.9244569295197,4
1,0,675.7036237473197,1563.820391076401,973.5596660836511,0
0,0,2543.0248192545664,2104.0864894521587,2667.487051667956,1
0,1,2104.2614806812567,1683.953524301892,2062.1125960298314,3
0,1,4210.855619066198,4061.8616648848815,4455.68366727103,4
2,1,1541.3773982140929,2287.5356565865904,2197.141488823795,2
0,0,127.01904070051056,812.8944871611848,311.32947226069297,0
1,1,677.2234681986878,825.0050835026208,977.8002188730358,0
1,0,285.2008512727574,417.9355166448777,466.5147834667476,2
1,1,898.4478779930987,1399.118766236994,1469.6332715242047,2
0,0,96.12777049554298,802.7122626201245,282.4584816633245,0
0,0,718.5204766763094,810.5885411600337,988.7074678473734,0
2,0,2474.823199544841,2062.4940594552227,2573.3309387508693,1
0,0,2766.6912950535516,2543.1422001267433,2674.6697160362187,4
2,1,281.398604090405,414.979587211107,500.21983591869684,2
2,0,967.7082768049544,1426.9488186109586,1541.9314175446211,2
0,1,1987.2749620178574,1764.926589562284,3014.9921132550235,3
1,0,2742.844422993098,2520.289672107578,2675.177439230567,4
1,0,836.9132295883144,1367.34114575353,1455.99028229034,2
0,0,289.84059219051517,408.30146415452145,533.9387306952807,2
2,0,2055.042628727349,1722.6941266069814,2953.8080497712454,3
0,1,1174.7588334533984,88.51432086682028,1204.8759324946893,1
2,1,1464.8634932269888,2227.0994310625156,2210.1904522807235,2
2,0,1542.8771259471553,2350.5255767435838,2187.746660425495,2
0,1,1178.7554772574217,107.78297838086182,1229.2070487074243,1
0,0,4258.753400168217,4099.428177168112,4286.804023784789,4
1,1,1198.2601514326382,109.99254750401123,1186.841953065252,1
2,1,715.6097431740351,1545.9241701369308,1000.7488969188981,0
1,1,1217.4643005200026,97.08131701187367,1203.6280251850903,1
1,1,318.66171690845675,419.38746763814345,479.5710605704234,2
0,1,1753.466004322779,1316.4689855812792,1916.013587125531,1
1,1,2466.2342379158363,2057.517093409055,2605.9263415213454,1
2,0,4138.110523886374,3987.5084895696727,4455.609229384701,4
0,1,1944.8883940018538,1710.9071302443201,2210.513179771296,3
2,1,2819.221691874551,2463.762946108071,2694.763362419993,4
2,1,4114.9543488438185,4086.272266439037,4487.101837207523,4
0,0,2038.9651727018158,1635.2855864999162,2928.5291965094775,3
0,1,1805.0884664163377,1332.9436509559841,1949.2911179260768,1
2,0,1987.2871539078205,1759.0626727914967,2126.0386013139046,3
2,0,697.8189127300701,1565.1627156248085,1008.4026316286077,0
1,0,1833.1814489130238,1311.7104325306454,1942.320142888077,1
0,0,2451.0681866294085,2085.1661654964983,2507.4798073293177,1
2,0,409.9412812277148,683.1178960551839,902.4604546336892,3
0,0,904.5331621480105,1314.609930898215,1569.5413966051374,2
0,0,839.1536211992499,1389.6531151243855,1455.9799701198963,2
2,0,314.4173942037721,398.64144969502274,522.7257457341105,2
1,0,4305.991782765269,4030.644522598015,4458.347751887503,4
1,0,1201.8100668761415,83.05690155456266,1213.9790955191556,1
1,0,647.6005077320056,834.3172516620691,1000.3059050727204,0
0,1,387.4264319931533,672.7229813653308,916.7373007977098,3
0,0,2497.5498169918897,2103.688172404414,2557.072637840059,1
1,1,907.0221726441449,1410.7205571114266,1520.67244861827,2
0,0,2829.86448556922,2498.971401865203,2707.7952593123946,4
1,0,315.31283195940506,389.6892713177067,529.8951977207163,2
0,0,296.54612964838833,393.94381443368235,466.27428685237174,2
0,1,2606.9293698278843,2166.1255971848564,2654.9246496858455,1
1,0,282.5940591684195,422.0543996949218,458.7630968186839,2
2,0,2024.535182461927,1683.2438877226277,3094.1678259612636,3
1,0,2807.3193968166865,2500.5421685713045,2684.198131565162,4
0,1,2026.1264156683735,1780.7902991435283,2161.8470103399013,3
1,0,2021.7681832072244,1706.3770113652688,2094.4939444446272,3
1,0,278.0687518005604,394.2954197267087,507.28127059087905,2
1,0,1988.3993824436968,1674.2326691388957,2930.5847900839085,3
2,0,267.66216335362793,389.36428153180503,475.34338812079454,2
2,0,1237.1655750571306,102.42897611783961,1215.82742936601,1
2,1,911.9846973293394,1421.2867197907535,1525.9563142935335,2
1,1,1752.9185971629697,1311.1234667606032,1899.2315376759584,1
1,1,105.25854746425954,203.84248683082663,298.56686834281385,0
1,1,1794.716726878908,1294.6359145759302,1904.559786767056,1
0,1,315.6112519810328,411.3991598783152,454.3638202048824,2
0,1,314.1847060778036,390.5341972890506,523.1683189237715,2
2,0,2471.374483577111,2075.4506032269724,2571.418772641275,1
0,0,2527.6629608200888,2095.8978312721733,2630.5720508328227,2
0,0,2030.5360769429797,1689.2653388877839,3002.034221938529,3
0,0,2786.7906963690834,2500.8516649324515,2676.5893980904716,4
0,0,740.2243006677024,1630.9521651336288,952.7971305436324,0
1,0,2847.3736589159935,2476.0755625089682,2676.4572491464824,4
1,0,862.2963177571434,1405.0477735542174,1433.1098387175848,2
1,1,727.9745142568121,838.575213770184,1005.1680982342077,0
0,0,712.7577257761775,808.0886456731893,1008.0451392338496,0
1,1,1795.2022307292389,1323.0374283988888,1911.4195921016199,2
2,0,1844.6017966966172,1315.6907107641468,1870.4660667530459,2
0,0,1785.178644410889,1293.747504389048,1883.1553729318869,1
1,1,2781.943914398867,2481.5234220082666,2704.4173195312255,4
1,1,83.67272716547384,835.6912359895026,295.30598485082277,0
1,1,1807.2943822396855,1315.2650760146735,1852.748098820177,1
1,1,907.108540755633,1345.0503497593095,1482.1087125921183,2
1,1,408.07512224426233,664.0184051990133,882.2032314200852,3
1,0,299.39863459012696,400.62451242038395,487.4069173833601,2
0,0,2780.536599916128,2519.051819039441,2720.277433258717,4
2,1,4225.735176954489,3987.065377567053,4471.589103582173,4
0,1,2538.035070287545,2041.623073049034,2632.6162947424364,1
1,0,1902.9961862225225,1717.949273106387,3006.543386376497,3
1,0,1227.7071302078718,121.51278128037758,1187.663097087049,1
2,1,1883.486269836178,1651.385186447352,2057.3219037968415,3
1,1,2520.7391385709593,2090.1807415444378,2629.867712772323,1
0,0,2450.2069487327008,2062.8594967269514,2695.1398742019323,1
2,1,3497.9522140260588,3211.8456202917414,3551.2141898361333,4
0,0,1837.4740748540771,1293.2858054851781,1938.5261537107758,1
1,1,95.18915647012366,197.5575933589649,284.70132753222254,0
1,0,4262.188866843793,4006.4762089747414,4335.99568666674,4
0,0,286.2923870750483,381.07879752343854,538.0882587027086,2
0,1,2581.683037361039,2072.870060862692,2569.148688153981,1
0,1,1187.5793833644157,109.99929761286707,1197.8683319092963,1
0,1,105.00142636926125,214.49019801138948,321.8185418294734,0
0,1,1929.8082399741043,1709.572084084057,3114.7384655022547,3
2,1,1994.161990128458,1667.285058523253,3067.517199481893,3
2,0,2762.7683755047947,2521.6178838401256,2650.1322402487353,4
1,0,4162.134996445807,4001.4151972495115,4407.166889475439,4
2,0,378.3345602415678,680.3000889013261,927.2284766738314,3
0,1,3478.982460674333,3192.923983709207,3470.438676289559,4
0,1,116.25701844641422,181.82086202965368,302.8182414325984,0
1,0,2462.3466346333366,2055.9950591783677,2570.4840229969523,1
2,1,395.8028705429775,717.406487985508,898.7998346864764,3
1,1,1206.5359750147322,110.09380286777946,1173.0719332129013,1
1,0,404.1388000956338,697.1140225811481,2066.110425301461,3
0,1,1515.5297227841604,2304.1655621742198,2253.3040141334714,2
2,1,295.6409587773622,388.2126846258555,489.6311681079067,2
2,0,677.3807140279484,1560.538051404773,1039.1951852933144,0
1,0,1212.5002218772802,102.00375931820041,1212.5547869929467,1
0,1,3474.4850544761152,3236.3751161525556,3452.00828352394,4
1,0,957.8434099564219,1375.1433545741256,1476.0775952421336,2
1,1,4263.280379554419,3997.5174753703236,4390.449713479245,4
1,0,4096.171799941336,4009.95173298127,4450.7754562285845,4
1,1,688.7596408700645,797.9946296009141,1012.5598835281344,0
0,0,399.1510379433854,696.7772979561744,900.3298647171443,3
1,0,95.65493975334127,774.4242400885028,289.5344604555361,0
1,0,303.0788664312708,402.01116227711293,540.7427709112371,2
0,1,2764.8171901398027,2486.289842084509,2663.6907965413434,4
1,0,688.3424251040796,819.5477582958061,1001.3213566506765,0
0,1,382.95013190525776,670.6119572835154,2053.7158639915283,3
0,0,727.0337346558405,1620.6644703035038,981.9286928966094,4
1,0,2470.6708266872583,2078.4301638683287,2589.3842673695667,1
2,0,4211.435818620905,3986.570604447087,4365.715529355307,4
1,1,2835.654343059113,2479.5315225073873,2729.4438195877506,4
2,0,279.6368198113566,389.0304959293211,516.2554611576467,2
0,1,2537.5730923771926,2100.948603964007,2582.3330035875524,1
0,0,670.0435935498074,1526.0223427128149,987.4761004309954,0
1,0,2771.0651479066582,2466.0598938554976,2726.316526549293,4
1,0,2777.0156584649885,2528.643335814627,2728.1608272777876,4
1,0,899.8573546608588,1396.669469825093,1440.5724391013423,2
1,1,94.0412040952226,186.88728047055753,284.17673038121336,0
2,0,2463.7679878557983,2094.7530345544287,2562.8003467558096,1
1,0,2070.4894195808606,1672.5636203156228,2945.9845770119728,3
1,0,1191.52515657958,92.4560335281247,1185.8242880139476,1
1,0,883.4996808573707,1383.1220451611605,1509.7393214320632,2
2,1,2779.2630633041495,2535.988025849851,2697.9231624473464,4
1,1,417.484715167256,690.0860922241635,2113.0181418907837,3
1,1,708.8901695225719,820.0755519364302,1010.0819908538876,0
0,0,85.45474961115998,214.68282044748932,302.33223205705207,0
0,0,679.485081849882,1600.5091168411664,1065.0279577277256,0
0,1,694.8797244835769,1631.7760214934192,979.6311801656459,0
1,0,1181.7524847959057,120.42716002455396,1190.3547102728867,1
1,0,2005.2208035361577,1684.7517089098583,2994.8537117614346,3
2,0,904.5102925228472,1388.962960254837,1500.085771620717,2
1,0,295.56988458382295,380.2140292248301,508.4695605595768,1
0,1,689.3333296559576,795.1680612494398,997.1681616113981,0
2,1,893.2157498347417,1389.2370758523505,1544.6939408889143,2
2,0,4147.385314929391,4046.3558071726184,4328.037948923566,4
2,1,388.4803758606532,693.7017456563709,2071.718751817486,3
0,1,93.30185364915167,199.95440558468619,303.0848860038346,0
0,1,2456.1327473469078,2081.3716835969626,2530.8610170159945,1
0,0,1857.683613380411,1319.928431626725,1939.937506350213,2
1,1,1218.489922810832,70.17742383368463,1220.3935688504382,1
0,0,2025.5252654911985,1718.2292707238284,2133.355815635194,3
0,1,3437.077963877392,3179.633705907096,3430.071011604867,4
1,0,888.4186641655618,1409.526985090684,1519.652856924772,2
2,1,89.60451511939237,205.39482245010387,274.54561000909933,0
0,0,110.71713643906631,194.51214320566086,299.43414262707796,0
0,1,1200.5220679052757,101.35618316804889,1185.0594982479874,1
2,1,100.84651862538149,177.68670110023476,311.8113293335907,0
0,1,2788.972119280251,2481.3988562965037,2678.457628845364,4
1,1,704.1327389934764,774.7077537871547,954.0520205375133,0
0,1,107.47797062770606,201.48980549363137,286.8694856955025,0
1,1,1774.684449779226,1293.8027979649773,1869.7690736623397,1
1,1,3424.1688178655268,3129.9184326793597,3500.793562406027,4
1,1,750.7380557643622,1610.0963977813446,978.0218445793885,0
2,1,403.2427214129913,714.300120036048,2066.2968502273693,3
2,1,2524.829865570707,2121.101355212429,2604.223087071255,1
1,0,930.1662188949285,1429.4666498084146,1473.6022630046714,2
0,0,290.8719551912301,412.3309923289129,512.0381612781754,2
0,0,1205.5442575721452,125.79440838991552,1170.0861132452947,1
2,1,298.6730391722865,414.30914024968905,495.988839978464,2
1,1,1194.8811807176696,104.6292117627519,1230.5195482956358,1
0,0,101.67098487849772,812.5083969810587,287.04618894705635,0
1,0,3432.759876550239,3176.280653736858,3556.8038478793083,4
2,0,1834.102744063866,1276.507125208297,1903.8589761138442,1
1,0,946.2650320749985,1423.7487872202041,1559.8143757887942,2
0,0,1809.128961671854,1305.3836843011593,1875.2521245449136,1
2,1,2013.4052549485314,1704.955393766931,2078.3210217483706,3
0,0,1238.2060366795142,76.63103089497058,1186.4410574021547,1
1,1,2759.3083915717057,2495.1056882278685,2714.9293679115044,4
2,0,903.8901142632748,1375.3658714793949,1527.0049013200623,2
0,0,4286.925980872381,3946.0060787195553,4410.042167288296,4
0,0,1471.1639674625403,2266.6953343955374,2207.0623229316525,2
2,1,385.0060583603325,707.8827384294073,901.6130324718152,4
1,1,1838.7116104808154,1270.2081370196531,1904.8918474620043,1
2,1,395.3520283906395,719.2109750652119,926.6140865732586,3
2,1,91.41432290398151,817.5489310306704,306.60685751110026,4
2,0,2005.4333052321122,1687.619106575689,2958.367860173342,3
1,1,2466.0179406351094,2090.504855845041,2588.797223471571,1
1,0,1515.3065069931627,2286.836847349933,2161.605755936878,2
0,0,1237.33757752782,119.13828016899934,1222.0825352138843,1
1,0,2806.5689021983885,2463.9750907408934,2700.0279138622896,4
2,1,2849.0009976306555,2511.9077037993166,2687.5715065962877,4
1,0,671.5110822777494,1597.506020524059,976.0690913246152,1
2,1,2460.208881386214,2090.0212123302167,2693.0379962254274,1
2,1,4225.441012087842,3914.7043869011304,4431.7274281815235,4
0,1,924.6370790781889,1353.4079057854522,1465.3392646052796,2
1,0,1496.1014912755022,2312.2617511976846,2165.6118968339147,2
1,0,1462.0173498394533,2379.896440470339,2288.0126956281574,2
0,1,720.226764862356,1591.716190201271,980.2814027073678,0
0,0,2433.3149218345684,2107.5292488713053,2652.122100879609,1
2,0,1220.0594597346906,126.79887380002745,1189.6292782627227,1
0,0,1983.2058889404836,1676.0264379415576,2169.9708458449672,3
1,1,98.02736636389392,799.905042517888,301.58608660352775,0
2,1,4203.855530474139,3935.5158463079642,4577.745671563118,4
0,0,668.8932705854146,1627.2155877852406,1038.684485155509,0
2,1,1214.7154812722931,102.22879213956145,1200.8593519075291,1
0,1,410.9179873105618,702.9338816919485,927.3995767043651,3
0,0,1526.2071223666394,2258.204497953458,2286.465560243631,2
1,1,920.9669498730613,1420.2231228911687,1580.4814318248903,2
1,0,297.5456484022962,396.6919865057174,505.7337357435423,2
2,1,1209.4576062946549,97.867635344001,1163.8418714977097,1
1,1,2788.5243360618497,2490.057191012047,2715.288632472339,4
2,0,2512.0401447980103,2118.6929226749235,2587.363925912691,1
0,1,1853.1118801323933,1328.1988220830597,1885.8819417958857,1
2,0,2488.5198861539625,2157.3202780528463,2626.5379252503544,1
2,0,2530.026673349053,2174.804802783018,2656.6925686085065,1
2,0,884.3854106328916,1404.7028470630278,1465.4356863365022,2
0,0,893.3695662959839,1399.214861266233,1509.4934750064679,2
1,0,2812.5709145863716,2525.190064648617,2673.6042231843335,4
2,0,2586.336557819876,2134.9749159004823,2576.330919499771,1
0,0,4222.8037470343215,3972.424461677234,4457.3871364548595,4
0,1,4148.163223869102,4042.4091905811965,4318.088737038396,0
0,1,707.7902350698633,1589.3043768305672,995.5587006395061,0
0,0,1461.9825701364884,2277.1640632733206,2239.6375255431053,2
2,1,1545.0898027637354,2273.4939914632064,2145.496620875604,2
1,0,1539.7890900603122,2360.6419383585326,2265.5925558294557,2
1,0,421.7602730056434,700.4557569736155,868.922055970497,4
1,1,427.00023008715425,731.8291813860204,874.4868546454472,3
1,1,3405.7263772815622,3204.494370876383,3518.1314796777638,4
0,0,670.0360013980174,813.5879787769243,993.5680440938264,1
2,1,678.491404217332,778.2061715235141,1005.7755109163045,0
1,0,1995.377927867207,1706.6626467301217,2926.1945420614275,3
0,0,3545.181192930809,3191.692728463837,3506.06910445794,4
0,0,295.7337855561077,421.24801812647536,528.5149249269977,2
2,1,702.4497510113381,805.1316498236939,976.4841478649421,0
1,1,99.35049478211931,206.37887496518798,310.95598438799436,0
0,0,96.17694860326296,198.07274400293508,305.292284541472,0
2,0,381.57351104966364,726.4498951967342,2092.3765496328497,3
2,1,96.75835771659692,223.5763804692871,298.56642818491264,0
2,1,620.0890555000313,1556.7825013980541,976.647225688892,0
2,0,676.6305198840219,830.7218897390467,1003.5844988664609,0
2,0,2523.0606508269366,2108.2794819260234,2660.756196629392,1
0,1,2489.1710341484923,2167.5610120158835,2630.586623755577,1
1,0,2496.734532047155,2143.1331771156306,2610.4838687301594,1
0,0,121.19143776067664,788.8290643170004,266.7524815481624,0
0,0,4125.129050333338,4058.486897389282,4494.923309751547,4
2,0,699.0346863427463,777.8596524030348,986.4530639553946,0
0,0,1992.2851381377918,1665.804411407891,3024.5298298091,3
2,1,629.7488327710377,1624.0502127493119,958.0278182154693,0
0,1,2520.8460096893327,2084.7418738414617,2609.525565908164,1
1,0,1448.0214809915037,2280.1862260961157,2225.4912085489614,2
1,1,2448.2310169288826,2060.5977547490625,2644.0260994760506,1
0,1,1513.9780183655184,2301.0800100789024,2193.7583078738944,2
1,0,691.0904705904344,1572.6881823024003,997.5496859422159,0
0,0,3486.5780728337554,3186.8790990286925,3449.091951687852,4
0,0,4262.355916484152,4040.0219798647927,4323.532180952891,4
2,0,87.20188989426393,207.48567067486218,340.8753414366549,0
0,0,404.0190400544171,670.8486008898933,909.0010072456022,3
1,1,386.447717037788,669.3495723545994,900.6792719134518,3
0,0,2492.1649621313104,2086.2336866719784,2600.3062317901877,1
2,0,2434.1927065767095,2075.9249562596774,2575.6585907710714,1
0,1,1950.0810745675992,1725.2632500166817,2975.9685020241154,3
2,1,98.19248479672197,193.04063334567118,299.10699978618317,0
1,1,1237.6983199707581,126.71741864380535,1215.9121827331808,1
1,0,678.8679713878795,799.5096342966286,994.0011629944773,0
1,0,941.5290327949723,1420.5661701383526,1552.5174181611344,2
0,1,3430.2218258939874,3232.0176099037612,3471.4163019878283,4
2,0,1803.7256004237483,1281.474644778834,1915.4373119557995,1
2,1,2013.1090746720438,1686.159696105171,2131.481993078923,3
0,1,2528.3075978548636,2061.1354118164736,2520.1493879452273,1
1,0,1556.5111347717923,2318.0467273940926,2210.2608935473704,2
0,1,2595.001842490268,2139.9246113331956,2742.5732402224507,1
